Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Booking_Datetime,Is_Cancelled_Customer,Is_Cancelled_Driver,Is_Incomplete,Region,Country,Is_Cancelled
2025-08-10,20:49:25,T7253476,Completed,C5014782,Go Mini,Old Gurgaon,Preet Vihar,,Nan,,Nan,,Nan,365.0,40.64,4.5,4.9,Upi,2025-08-10T20:49:25.000Z,0,0,0,India,,0
2025-04-26,07:55:13,T2812073,Completed,C3160114,Go Mini,Subhash Nagar,Jor Bagh,,Nan,,Nan,,Nan,828.0,26.29,4.7,4.9,Upi,2025-04-26T07:55:13.000Z,0,0,0,India,,0
2025-02-05,08:42:47,T8552370,Completed,C9830350,Go Mini,Dilshad Garden,Adarsh Nagar,,Nan,,Nan,,Nan,630.0,14.45,4.9,4.9,Upi,2025-02-05T08:42:47.000Z,0,0,0,India,,0
2025-04-05,17:35:24,T7767244,Completed,C1810077,Go Mini,Dwarka Mor,Vaishali,,Nan,,Nan,,Nan,51.0,4.52,3.9,4.9,Upi,2025-04-05T17:35:24.000Z,0,0,0,India,,0
2025-05-26,21:50:12,T6568998,Completed,C6145614,Go Mini,Tis Hazari,Saket,,Nan,,Nan,,Nan,1032.0,15.2,3.2,4.9,Upi,2025-05-26T21:50:12.000Z,0,0,0,India,,0
2025-06-10,21:29:36,T8130137,Completed,C8658563,Go Mini,Panchsheel Park,Sikanderpur,,Nan,,Nan,,Nan,280.0,42.99,4.8,4.9,Upi,2025-06-10T21:29:36.000Z,0,0,0,India,,0
2025-07-23,13:58:28,T2572416,Completed,C2671545,Go Mini,Vidhan Sabha,Sultanpur,,Nan,,Nan,,Nan,872.0,18.34,3.8,4.9,Upi,2025-07-23T13:58:28.000Z,0,0,0,India,,0
2025-01-21,14:13:50,T4604748,Completed,C6916582,Go Mini,Azadpur,Bhiwadi,,Nan,,Nan,,Nan,632.0,24.42,3.3,4.9,Upi,2025-01-21T14:13:50.000Z,0,0,0,India,,0
2025-04-05,10:28:19,T7291574,Completed,C5234878,Go Mini,Anand Vihar Isbt,India Gate,,Nan,,Nan,,Nan,195.0,2.11,3.7,4.9,Upi,2025-04-05T10:28:19.000Z,0,0,0,India,,0
2025-01-29,09:57:08,T6181019,Completed,C4409082,Go Mini,New Delhi Railway Station,Mehrauli,,Nan,,Nan,,Nan,302.0,25.45,5.0,4.9,Upi,2025-01-29T09:57:08.000Z,0,0,0,India,,0
2025-09-27,10:57:19,T2524059,Completed,C2833657,Go Mini,Ashok Park Main,Azadpur,,Nan,,Nan,,Nan,136.0,8.76,4.5,4.9,Upi,2025-09-27T10:57:19.000Z,0,0,0,India,,0
2025-02-22,07:01:24,T4873166,Completed,C1850073,Go Mini,Rk Puram,Ashram,,Nan,,Nan,,Nan,260.0,3.47,4.7,4.9,Upi,2025-02-22T07:01:24.000Z,0,0,0,India,,0
2025-09-08,16:56:42,T8579892,Completed,C7181177,Go Mini,Madipur,Uttam Nagar,,Nan,,Nan,,Nan,392.0,24.25,4.8,4.9,Upi,2025-09-08T16:56:42.000Z,0,0,0,India,,0
2025-03-21,17:39:37,T7025289,Completed,C2852730,Go Mini,Meerut,New Delhi Railway Station,,Nan,,Nan,,Nan,791.0,13.93,4.0,4.9,Upi,2025-03-21T17:39:37.000Z,0,0,0,India,,0
2025-09-22,11:09:25,T1520472,Completed,C7375789,Go Mini,Patel Chowk,Vatika Chowk,,Nan,,Nan,,Nan,428.0,16.62,3.8,4.9,Upi,2025-09-22T11:09:25.000Z,0,0,0,India,,0
2025-10-02,08:59:26,T6707358,Completed,C9342577,Go Mini,Dilshad Garden,Tilak Nagar,,Nan,,Nan,,Nan,1993.0,10.24,3.0,4.9,Upi,2025-10-02T08:59:26.000Z,0,0,0,India,,0
2025-02-02,19:48:57,T4318009,Completed,C2480955,Go Mini,Dwarka Mor,Noida Extension,,Nan,,Nan,,Nan,333.0,24.55,3.9,4.9,Upi,2025-02-02T19:48:57.000Z,0,0,0,India,,0
2025-09-16,10:16:57,T5988712,Completed,C9314867,Go Mini,Rk Puram,Malviya Nagar,,Nan,,Nan,,Nan,303.0,29.73,3.7,4.9,Upi,2025-09-16T10:16:57.000Z,0,0,0,India,,0
2025-05-08,21:43:54,T8638742,Completed,C8625654,Go Mini,Meerut,Preet Vihar,,Nan,,Nan,,Nan,859.0,43.65,3.6,4.9,Upi,2025-05-08T21:43:54.000Z,0,0,0,India,,0
2025-08-27,10:10:03,T2123478,Completed,C2315149,Go Mini,Okhla,Netaji Subhash Place,,Nan,,Nan,,Nan,804.0,46.77,4.8,4.9,Upi,2025-08-27T10:10:03.000Z,0,0,0,India,,0
2025-09-12,20:23:50,T3564875,Completed,C2201006,Go Mini,Karkarduma,Old Gurgaon,,Nan,,Nan,,Nan,404.0,44.62,5.0,4.9,Upi,2025-09-12T20:23:50.000Z,0,0,0,India,,0
2025-10-24,10:44:41,T4138446,Completed,C1663958,Go Mini,Moolchand,Mandi House,,Nan,,Nan,,Nan,194.0,47.43,3.1,4.9,Upi,2025-10-24T10:44:41.000Z,0,0,0,India,,0
2025-06-25,09:29:39,T9097789,Completed,C1715302,Go Mini,Green Park,Pulbangash,,Nan,,Nan,,Nan,352.0,4.43,3.8,4.9,Upi,2025-06-25T09:29:39.000Z,0,0,0,India,,0
2025-12-25,09:57:51,T5701274,Completed,C6306341,Go Mini,Indirapuram,Moolchand,,Nan,,Nan,,Nan,286.0,4.27,4.5,4.9,Upi,2025-12-25T09:57:51.000Z,0,0,0,India,,0
2025-08-26,15:06:05,T1089472,Completed,C2516328,Go Mini,Punjabi Bagh,Anand Vihar,,Nan,,Nan,,Nan,562.0,45.26,3.3,4.9,Upi,2025-08-26T15:06:05.000Z,0,0,0,India,,0
2025-04-25,19:20:41,T2776450,Completed,C1127137,Go Mini,Pitampura,Welcome,,Nan,,Nan,,Nan,287.0,18.6,3.9,4.9,Upi,2025-04-25T19:20:41.000Z,0,0,0,India,,0
2025-12-29,20:03:00,T3789097,Completed,C6032362,Go Mini,Rajiv Chowk,Jama Masjid,,Nan,,Nan,,Nan,88.0,13.63,3.9,4.9,Upi,2025-12-29T20:03:00.000Z,0,0,0,India,,0
2025-03-07,19:05:43,T3325671,Completed,C9954893,Go Mini,Vasant Kunj,Civil Lines Gurgaon,,Nan,,Nan,,Nan,967.0,43.75,4.7,4.9,Upi,2025-03-07T19:05:43.000Z,0,0,0,India,,0
2025-12-28,10:42:04,T2399548,Completed,C6753120,Go Mini,Nehru Place,New Delhi Railway Station,,Nan,,Nan,,Nan,275.0,43.71,3.3,4.9,Upi,2025-12-28T10:42:04.000Z,0,0,0,India,,0
2025-10-01,08:53:44,T1967806,Completed,C8660328,Go Mini,Ashram,Mansarovar Park,,Nan,,Nan,,Nan,2381.0,19.53,3.8,4.9,Upi,2025-10-01T08:53:44.000Z,0,0,0,India,,0
2025-07-06,09:37:06,T9760994,Completed,C1656135,Go Mini,Raj Nagar Extension,Bhiwadi,,Nan,,Nan,,Nan,650.0,34.46,3.8,4.9,Upi,2025-07-06T09:37:06.000Z,0,0,0,India,,0
2025-08-20,09:06:05,T4136206,Completed,C4465346,Go Mini,Arjangarh,Old Gurgaon,,Nan,,Nan,,Nan,469.0,17.54,3.9,4.9,Upi,2025-08-20T09:06:05.000Z,0,0,0,India,,0
2025-10-15,17:25:39,T5522136,Completed,C9834731,Go Mini,Pitampura,Barakhamba Road,,Nan,,Nan,,Nan,364.0,42.73,4.7,4.9,Upi,2025-10-15T17:25:39.000Z,0,0,0,India,,0
2025-07-16,06:50:41,T6030059,Completed,C7384975,Go Mini,Janakpuri,Ardee City,,Nan,,Nan,,Nan,773.0,23.43,4.9,4.9,Upi,2025-07-16T06:50:41.000Z,0,0,0,India,,0
2025-05-18,20:08:28,T7098117,Completed,C6194886,Go Mini,Dlf City Court,Jor Bagh,,Nan,,Nan,,Nan,446.0,49.6,3.8,4.9,Upi,2025-05-18T20:08:28.000Z,0,0,0,India,,0
2025-06-18,19:45:45,T8531545,Completed,C2613275,Go Mini,Aya Nagar,Pragati Maidan,,Nan,,Nan,,Nan,533.0,6.43,4.9,4.9,Upi,2025-06-18T19:45:45.000Z,0,0,0,India,,0
2025-11-06,11:12:43,T3706946,Completed,C8232229,Go Mini,Rithala,Karkarduma,,Nan,,Nan,,Nan,53.0,40.53,4.7,4.9,Upi,2025-11-06T11:12:43.000Z,0,0,0,India,,0
2025-05-10,19:05:16,T9101919,Completed,C1187040,Go Mini,Sarojini Nagar,Delhi Gate,,Nan,,Nan,,Nan,212.0,33.07,3.7,4.9,Upi,2025-05-10T19:05:16.000Z,0,0,0,India,,0
2025-10-21,09:14:35,T2762714,Completed,C5760432,Go Mini,Noida Sector 18,Sikanderpur,,Nan,,Nan,,Nan,345.0,3.78,3.3,4.9,Upi,2025-10-21T09:14:35.000Z,0,0,0,India,,0
2025-06-15,16:26:19,T1155526,Completed,C8798760,Go Mini,Ignou Road,Jhilmil,,Nan,,Nan,,Nan,684.0,2.02,4.8,4.9,Upi,2025-06-15T16:26:19.000Z,0,0,0,India,,0
2025-07-06,02:17:57,T8989991,Completed,C8435759,Go Mini,Rk Puram,Peeragarhi,,Nan,,Nan,,Nan,444.0,25.15,3.5,4.9,Upi,2025-07-06T02:17:57.000Z,0,0,0,India,,0
2025-08-02,18:08:17,T7799795,Completed,C9289900,Go Mini,Lal Quila,Palam Vihar,,Nan,,Nan,,Nan,53.0,34.38,3.4,4.9,Upi,2025-08-02T18:08:17.000Z,0,0,0,India,,0
2025-04-29,16:42:22,T9301439,Completed,C3223904,Go Mini,Noida Film City,New Delhi Railway Station,,Nan,,Nan,,Nan,524.0,4.63,4.7,4.9,Upi,2025-04-29T16:42:22.000Z,0,0,0,India,,0
2025-04-20,12:39:28,T3035750,Completed,C1433203,Go Mini,Moolchand,Kherki Daula Toll,,Nan,,Nan,,Nan,619.0,38.39,4.9,4.9,Upi,2025-04-20T12:39:28.000Z,0,0,0,India,,0
2025-11-20,16:26:07,T2036703,Completed,C4158000,Go Mini,Udyog Vihar Phase 4,Hauz Khas,,Nan,,Nan,,Nan,221.0,15.52,3.6,4.9,Upi,2025-11-20T16:26:07.000Z,0,0,0,India,,0
2025-07-24,18:17:47,T2711185,Completed,C8153430,Go Mini,Rajiv Chowk,Ghitorni Village,,Nan,,Nan,,Nan,161.0,30.44,4.0,4.9,Upi,2025-07-24T18:17:47.000Z,0,0,0,India,,0
2025-02-11,09:34:49,T4922497,Completed,C9105413,Go Mini,Netaji Subhash Place,Kherki Daula Toll,,Nan,,Nan,,Nan,655.0,9.5,4.9,4.9,Upi,2025-02-11T09:34:49.000Z,0,0,0,India,,0
2025-04-01,09:53:10,T9935479,Completed,C6107569,Go Mini,Jama Masjid,Welcome,,Nan,,Nan,,Nan,453.0,17.51,3.8,4.9,Upi,2025-04-01T09:53:10.000Z,0,0,0,India,,0
2025-10-18,09:06:45,T2307460,Completed,C1997990,Go Mini,Udyog Vihar,Imt Manesar,,Nan,,Nan,,Nan,483.0,18.85,4.9,4.9,Upi,2025-10-18T09:06:45.000Z,0,0,0,India,,0
2025-05-07,04:36:17,T1579220,Completed,C4313940,Go Mini,Netaji Subhash Place,Aiims,,Nan,,Nan,,Nan,79.0,42.3,4.9,4.9,Upi,2025-05-07T04:36:17.000Z,0,0,0,India,,0
2025-11-05,12:35:47,T4938804,Completed,C4099212,Go Mini,Rajouri Garden,Okhla,,Nan,,Nan,,Nan,465.0,17.53,5.0,4.9,Upi,2025-11-05T12:35:47.000Z,0,0,0,India,,0
2025-08-25,03:12:48,T9213934,Completed,C7915244,Go Mini,Akshardham,South Extension,,Nan,,Nan,,Nan,1094.0,26.78,3.9,4.9,Upi,2025-08-25T03:12:48.000Z,0,0,0,India,,0
2025-12-19,18:57:42,T7992880,Completed,C1354881,Go Mini,Dlf City Court,Tughlakabad,,Nan,,Nan,,Nan,128.0,30.32,4.5,4.9,Upi,2025-12-19T18:57:42.000Z,0,0,0,India,,0
2025-10-26,17:59:26,T1238706,Completed,C8064834,Go Mini,Tilak Nagar,Model Town,,Nan,,Nan,,Nan,664.0,21.71,3.7,4.9,Upi,2025-10-26T17:59:26.000Z,0,0,0,India,,0
2025-04-05,17:14:22,T1270325,Completed,C7025655,Go Mini,Meerut,Sikanderpur,,Nan,,Nan,,Nan,71.0,24.18,4.9,4.9,Upi,2025-04-05T17:14:22.000Z,0,0,0,India,,0
2025-09-18,19:33:12,T1942895,Completed,C7354745,Go Mini,Udyog Bhawan,Inderlok,,Nan,,Nan,,Nan,849.0,3.9,3.5,4.9,Upi,2025-09-18T19:33:12.000Z,0,0,0,India,,0
2025-02-10,19:41:48,T1176839,Completed,C3146267,Go Mini,Punjabi Bagh,Cyber Hub,,Nan,,Nan,,Nan,871.0,36.8,4.5,4.9,Upi,2025-02-10T19:41:48.000Z,0,0,0,India,,0
2025-11-27,20:04:55,T6437859,Completed,C4939728,Go Mini,Jahangirpuri,Nawada,,Nan,,Nan,,Nan,203.0,46.26,4.7,4.9,Upi,2025-11-27T20:04:55.000Z,0,0,0,India,,0
2025-06-14,07:30:32,T6314535,Completed,C2171847,Go Mini,Hauz Rani,Keshav Puram,,Nan,,Nan,,Nan,138.0,16.22,3.8,4.9,Upi,2025-06-14T07:30:32.000Z,0,0,0,India,,0
2025-08-18,21:11:07,T5729474,Completed,C8917528,Go Mini,Noida Sector 18,Moti Nagar,,Nan,,Nan,,Nan,1326.0,3.38,4.8,4.9,Upi,2025-08-18T21:11:07.000Z,0,0,0,India,,0
2025-10-30,12:55:08,T4292349,Completed,C2969221,Go Mini,Gurgaon Sector 29,Greater Noida,,Nan,,Nan,,Nan,373.0,33.7,4.8,4.9,Upi,2025-10-30T12:55:08.000Z,0,0,0,India,,0
2025-01-22,16:27:13,T8371951,Completed,C3374077,Go Mini,Gurgaon Sector 29,Preet Vihar,,Nan,,Nan,,Nan,74.0,8.26,4.9,4.9,Upi,2025-01-22T16:27:13.000Z,0,0,0,India,,0
2025-12-08,16:05:11,T5491312,Completed,C3677003,Go Mini,Adarsh Nagar,Rajiv Nagar,,Nan,,Nan,,Nan,157.0,14.81,3.2,4.9,Upi,2025-12-08T16:05:11.000Z,0,0,0,India,,0
2025-09-25,11:19:24,T8513552,Completed,C6321235,Go Mini,Welcome,Lal Quila,,Nan,,Nan,,Nan,970.0,10.63,5.0,4.9,Upi,2025-09-25T11:19:24.000Z,0,0,0,India,,0
2025-01-28,10:30:06,T7031707,Completed,C4390155,Go Mini,Lok Kalyan Marg,Laxmi Nagar,,Nan,,Nan,,Nan,254.0,17.68,3.7,4.9,Upi,2025-01-28T10:30:06.000Z,0,0,0,India,,0
2025-03-08,16:35:02,T3770967,Completed,C5643812,Go Mini,Janakpuri,Ashok Vihar,,Nan,,Nan,,Nan,1155.0,18.84,3.8,4.9,Upi,2025-03-08T16:35:02.000Z,0,0,0,India,,0
2025-04-03,16:16:48,T6791365,Completed,C8782671,Go Mini,Ito,Anand Vihar,,Nan,,Nan,,Nan,354.0,43.99,3.9,4.9,Upi,2025-04-03T16:16:48.000Z,0,0,0,India,,0
2025-12-13,22:27:16,T4763920,Completed,C4655625,Go Mini,Ghitorni,Raj Nagar Extension,,Nan,,Nan,,Nan,875.0,49.68,4.8,4.9,Upi,2025-12-13T22:27:16.000Z,0,0,0,India,,0
2025-03-11,10:25:39,T9602875,Completed,C2353916,Go Mini,Basai Dhankot,Igi Airport,,Nan,,Nan,,Nan,54.0,14.73,4.5,4.9,Upi,2025-03-11T10:25:39.000Z,0,0,0,India,,0
2025-11-03,00:38:04,T1606403,Completed,C1095238,Go Mini,Civil Lines Gurgaon,Kaushambi,,Nan,,Nan,,Nan,1072.0,2.11,3.8,4.9,Upi,2025-11-03T00:38:04.000Z,0,0,0,India,,0
2025-04-27,19:28:16,T4765735,Completed,C8242803,Go Mini,Gurgaon Railway Station,India Gate,,Nan,,Nan,,Nan,607.0,12.21,4.5,4.9,Upi,2025-04-27T19:28:16.000Z,0,0,0,India,,0
2025-10-11,20:44:14,T2291279,Completed,C5114791,Go Mini,Panipat,Gurgaon Railway Station,,Nan,,Nan,,Nan,95.0,23.75,3.4,4.9,Upi,2025-10-11T20:44:14.000Z,0,0,0,India,,0
2025-01-21,14:48:15,T7014767,Completed,C4579072,Go Mini,Noida Sector 62,Ashok Park Main,,Nan,,Nan,,Nan,398.0,25.27,3.8,4.9,Upi,2025-01-21T14:48:15.000Z,0,0,0,India,,0
2025-01-24,20:45:04,T7775544,Completed,C5933416,Go Mini,Jama Masjid,Satguru Ram Singh Marg,,Nan,,Nan,,Nan,364.0,49.68,4.0,4.9,Upi,2025-01-24T20:45:04.000Z,0,0,0,India,,0
2025-05-05,08:58:16,T9068278,Completed,C3518736,Go Mini,Rajouri Garden,Shastri Nagar,,Nan,,Nan,,Nan,361.0,49.37,5.0,4.9,Upi,2025-05-05T08:58:16.000Z,0,0,0,India,,0
2025-02-06,06:50:01,T8051653,Completed,C3405970,Go Mini,Arjangarh,Maidan Garhi,,Nan,,Nan,,Nan,428.0,21.67,3.8,4.9,Upi,2025-02-06T06:50:01.000Z,0,0,0,India,,0
2025-12-16,18:08:36,T5010638,Completed,C3887784,Go Mini,India Gate,Jama Masjid,,Nan,,Nan,,Nan,246.0,23.98,3.7,4.9,Upi,2025-12-16T18:08:36.000Z,0,0,0,India,,0
2025-08-07,18:09:50,T1487413,Completed,C1275378,Go Mini,Sushant Lok,Pataudi Chowk,,Nan,,Nan,,Nan,276.0,11.85,3.9,4.9,Upi,2025-08-07T18:09:50.000Z,0,0,0,India,,0
2025-06-18,22:48:32,T9463737,Completed,C4888397,Go Mini,Bhiwadi,Basai Dhankot,,Nan,,Nan,,Nan,57.0,8.08,3.1,4.9,Upi,2025-06-18T22:48:32.000Z,0,0,0,India,,0
2025-11-29,11:05:17,T4787849,Completed,C1731191,Go Mini,New Delhi Railway Station,Khandsa,,Nan,,Nan,,Nan,790.0,46.53,3.9,4.9,Upi,2025-11-29T11:05:17.000Z,0,0,0,India,,0
2025-11-04,16:47:01,T6283060,Completed,C4328833,Go Mini,Jasola,Subhash Nagar,,Nan,,Nan,,Nan,999.0,6.14,3.1,4.9,Upi,2025-11-04T16:47:01.000Z,0,0,0,India,,0
2025-08-22,19:05:29,T5692578,Completed,C5029767,Go Mini,Dilshad Garden,Govindpuri,,Nan,,Nan,,Nan,263.0,34.38,4.5,4.9,Upi,2025-08-22T19:05:29.000Z,0,0,0,India,,0
2025-02-06,15:40:52,T5518600,Completed,C6835738,Go Mini,Kashmere Gate Isbt,Patel Chowk,,Nan,,Nan,,Nan,430.0,6.6,4.7,4.9,Upi,2025-02-06T15:40:52.000Z,0,0,0,India,,0
2025-01-22,08:33:14,T7836337,Completed,C1907060,Go Mini,Anand Vihar Isbt,Okhla,,Nan,,Nan,,Nan,357.0,7.89,3.2,4.9,Upi,2025-01-22T08:33:14.000Z,0,0,0,India,,0
2025-01-12,16:20:39,T2816576,Completed,C1874567,Go Mini,Palam Vihar,Sarai Kale Khan,,Nan,,Nan,,Nan,74.0,30.81,4.5,4.9,Upi,2025-01-12T16:20:39.000Z,0,0,0,India,,0
2025-01-16,08:53:15,T4753019,Completed,C5907018,Go Mini,Iit Delhi,Preet Vihar,,Nan,,Nan,,Nan,535.0,44.65,4.5,4.9,Upi,2025-01-16T08:53:15.000Z,0,0,0,India,,0
2025-11-13,22:04:29,T8610929,Completed,C6394623,Go Mini,Anand Vihar,Lajpat Nagar,,Nan,,Nan,,Nan,815.0,20.0,3.2,4.9,Upi,2025-11-13T22:04:29.000Z,0,0,0,India,,0
2025-12-23,17:15:34,T2700521,Completed,C3355322,Go Mini,Model Town,Noida Sector 62,,Nan,,Nan,,Nan,310.0,30.25,4.9,4.9,Upi,2025-12-23T17:15:34.000Z,0,0,0,India,,0
2025-08-31,20:48:02,T1161153,Completed,C4935490,Go Mini,Green Park,Qutub Minar,,Nan,,Nan,,Nan,203.0,18.36,4.5,4.9,Upi,2025-08-31T20:48:02.000Z,0,0,0,India,,0
2025-11-03,16:54:53,T3159149,Completed,C5982931,Go Mini,Lok Kalyan Marg,Welcome,,Nan,,Nan,,Nan,1215.0,23.15,3.9,4.9,Upi,2025-11-03T16:54:53.000Z,0,0,0,India,,0
2025-08-01,11:17:04,T2173130,Completed,C7761295,Go Mini,Karkarduma,Igi Airport,,Nan,,Nan,,Nan,495.0,18.82,3.8,4.9,Upi,2025-08-01T11:17:04.000Z,0,0,0,India,,0
2025-06-16,10:49:40,T5653227,Completed,C1876855,Go Mini,Dlf City Court,Chirag Delhi,,Nan,,Nan,,Nan,238.0,18.17,4.5,4.9,Upi,2025-06-16T10:49:40.000Z,0,0,0,India,,0
2025-04-30,20:17:25,T3658279,Completed,C4719938,Go Mini,Rajiv Chowk,Okhla,,Nan,,Nan,,Nan,582.0,36.53,3.6,4.9,Upi,2025-04-30T20:17:25.000Z,0,0,0,India,,0
2025-08-04,21:11:51,T9397057,Completed,C5881078,Go Mini,Narsinghpur,Gtb Nagar,,Nan,,Nan,,Nan,513.0,48.56,3.1,4.9,Upi,2025-08-04T21:11:51.000Z,0,0,0,India,,0
2025-06-03,19:11:39,T6170174,Completed,C7654254,Go Mini,Igi Airport,Rithala,,Nan,,Nan,,Nan,487.0,45.01,4.7,4.9,Upi,2025-06-03T19:11:39.000Z,0,0,0,India,,0
2025-10-14,16:21:47,T1997055,Completed,C7237193,Go Mini,Nawada,Tagore Garden,,Nan,,Nan,,Nan,286.0,30.17,3.8,4.9,Upi,2025-10-14T16:21:47.000Z,0,0,0,India,,0
2025-02-06,05:51:10,T2129063,Completed,C6601695,Go Mini,Khandsa,Green Park,,Nan,,Nan,,Nan,689.0,44.41,3.6,4.9,Upi,2025-02-06T05:51:10.000Z,0,0,0,India,,0
2025-04-24,20:27:03,T1120329,Completed,C3337325,Go Mini,Janakpuri,India Gate,,Nan,,Nan,,Nan,924.0,28.15,3.6,4.9,Upi,2025-04-24T20:27:03.000Z,0,0,0,India,,0
2025-05-20,20:13:23,T8169200,Completed,C1663200,Go Mini,Rajouri Garden,Golf Course Road,,Nan,,Nan,,Nan,72.0,5.06,4.5,4.9,Upi,2025-05-20T20:13:23.000Z,0,0,0,India,,0
2025-02-18,08:50:12,T6676003,Completed,C4667311,Go Mini,Noida Extension,Punjabi Bagh,,Nan,,Nan,,Nan,1247.0,13.65,4.9,4.9,Upi,2025-02-18T08:50:12.000Z,0,0,0,India,,0
2025-10-09,10:31:13,T2057875,Completed,C1735574,Go Mini,Rohini West,Pragati Maidan,,Nan,,Nan,,Nan,96.0,46.05,4.9,4.9,Upi,2025-10-09T10:31:13.000Z,0,0,0,India,,0
2025-09-29,08:20:09,T7472651,Completed,C5129504,Go Mini,Jhilmil,Ghaziabad,,Nan,,Nan,,Nan,623.0,16.97,3.7,4.9,Upi,2025-09-29T08:20:09.000Z,0,0,0,India,,0
2025-07-06,11:16:58,T8570751,Completed,C7962281,Go Mini,Bhikaji Cama Place,Sarai Kale Khan,,Nan,,Nan,,Nan,688.0,21.58,3.5,4.9,Upi,2025-07-06T11:16:58.000Z,0,0,0,India,,0
2025-07-29,14:15:35,T7288508,Completed,C5962686,Go Mini,Laxmi Nagar,Kalkaji,,Nan,,Nan,,Nan,253.0,37.88,4.9,4.9,Upi,2025-07-29T14:15:35.000Z,0,0,0,India,,0
2025-08-24,16:30:33,T1186141,Completed,C2420213,Go Mini,Sadar Bazar Gurgaon,Shivaji Park,,Nan,,Nan,,Nan,1065.0,10.26,3.3,4.9,Upi,2025-08-24T16:30:33.000Z,0,0,0,India,,0
2025-01-25,14:25:58,T6977602,Completed,C6650562,Go Mini,Kalkaji,Kashmere Gate Isbt,,Nan,,Nan,,Nan,386.0,23.53,3.7,4.9,Upi,2025-01-25T14:25:58.000Z,0,0,0,India,,0
2025-04-04,03:43:01,T4460434,Completed,C8723284,Go Mini,Botanical Garden,Chirag Delhi,,Nan,,Nan,,Nan,991.0,21.74,3.7,4.9,Upi,2025-04-04T03:43:01.000Z,0,0,0,India,,0
2025-04-26,15:36:51,T5016277,Completed,C7716375,Go Mini,Bahadurgarh,Aiims,,Nan,,Nan,,Nan,357.0,37.59,3.7,4.9,Upi,2025-04-26T15:36:51.000Z,0,0,0,India,,0
2025-12-16,22:49:43,T4865005,Completed,C7947477,Go Mini,Kanhaiya Nagar,Peeragarhi,,Nan,,Nan,,Nan,484.0,21.85,4.5,4.9,Upi,2025-12-16T22:49:43.000Z,0,0,0,India,,0
2025-07-02,10:56:40,T9839598,Completed,C7577858,Go Mini,Gurgaon Sector 56,Nawada,,Nan,,Nan,,Nan,387.0,22.93,4.5,4.9,Upi,2025-07-02T10:56:40.000Z,0,0,0,India,,0
2025-09-21,19:18:16,T3765369,Completed,C8154683,Go Mini,Jahangirpuri,Kherki Daula Toll,,Nan,,Nan,,Nan,480.0,40.05,3.7,4.9,Upi,2025-09-21T19:18:16.000Z,0,0,0,India,,0
2025-01-04,21:13:53,T8229153,Completed,C7898849,Go Mini,Kashmere Gate Isbt,Panipat,,Nan,,Nan,,Nan,671.0,15.57,5.0,4.9,Upi,2025-01-04T21:13:53.000Z,0,0,0,India,,0
2025-08-31,07:16:22,T4559932,Completed,C2593655,Go Mini,Kashmere Gate,Chandni Chowk,,Nan,,Nan,,Nan,456.0,46.08,3.6,4.9,Upi,2025-08-31T07:16:22.000Z,0,0,0,India,,0
2025-10-10,09:56:47,T6484715,Completed,C9692611,Go Mini,Imt Manesar,Kashmere Gate,,Nan,,Nan,,Nan,353.0,12.46,4.8,4.9,Upi,2025-10-10T09:56:47.000Z,0,0,0,India,,0
2025-03-14,15:55:25,T5419721,Completed,C6032978,Go Mini,Dwarka Sector 21,Gwal Pahari,,Nan,,Nan,,Nan,661.0,13.8,4.5,4.9,Upi,2025-03-14T15:55:25.000Z,0,0,0,India,,0
2025-05-06,20:25:17,T7674229,Completed,C5108977,Go Mini,Rajiv Chowk,Laxmi Nagar,,Nan,,Nan,,Nan,840.0,12.67,3.9,4.9,Upi,2025-05-06T20:25:17.000Z,0,0,0,India,,0
2025-09-30,16:25:52,T7024014,Completed,C5287210,Go Mini,Ashram,Vaishali,,Nan,,Nan,,Nan,334.0,31.87,4.5,4.9,Upi,2025-09-30T16:25:52.000Z,0,0,0,India,,0
2025-10-14,14:50:47,T3391255,Completed,C1866991,Go Mini,Qutub Minar,Vinobapuri,,Nan,,Nan,,Nan,328.0,11.32,3.4,4.9,Upi,2025-10-14T14:50:47.000Z,0,0,0,India,,0
2025-05-01,15:50:49,T5052308,Completed,C9239935,Go Mini,Madipur,Kadarpur,,Nan,,Nan,,Nan,375.0,11.61,5.0,4.9,Upi,2025-05-01T15:50:49.000Z,0,0,0,India,,0
2025-04-12,10:44:46,T5963446,Completed,C6639596,Go Mini,Mansarovar Park,Dwarka Mor,,Nan,,Nan,,Nan,200.0,48.35,4.7,4.9,Upi,2025-04-12T10:44:46.000Z,0,0,0,India,,0
2025-03-15,23:39:06,T7383426,Completed,C4799244,Go Mini,New Colony,Hauz Khas,,Nan,,Nan,,Nan,918.0,48.23,3.7,4.9,Upi,2025-03-15T23:39:06.000Z,0,0,0,India,,0
2025-05-24,05:56:39,T3986736,Completed,C1698628,Go Mini,Meerut,Noida Extension,,Nan,,Nan,,Nan,401.0,11.53,4.8,4.9,Upi,2025-05-24T05:56:39.000Z,0,0,0,India,,0
