Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Booking_Datetime,Is_Cancelled_Customer,Is_Cancelled_Driver,Is_Incomplete,Country,Region
2025-07-27,15:32:32,EU105870,Completed,C8232512,Bike,Bordeaux,Berlin,,Nan,,Nan,,Nan,660.25,40.9,4.3,4.9,Cash,2025-07-28 15:32:32,0,0,0,Spain,Europe
2025-06-10,19:30:52,EU105871,Completed,C5717387,Bike,Valencia,Munich,,Nan,,Nan,,Nan,667.45,41.01,4.3,4.9,Cash,2025-06-11 19:30:52,0,0,0,Austria,Europe
2025-09-06,08:15:05,EU105872,Completed,C9526075,Bike,Frankfurt,Munich,,Nan,,Nan,,Nan,366.04,51.49,4.3,4.9,Cash,2025-09-07 08:15:05,0,0,0,France,Europe
2025-09-06,09:08:12,EU105873,Completed,C4996205,Bike,Seville,Barcelona,,Nan,,Nan,,Nan,746.48,22.95,4.3,4.9,Cash,2025-09-07 09:08:12,0,0,0,UK,Europe
2025-09-20,15:43:42,EU105874,Completed,C3052594,Bike,Paris,Berlin,,Nan,,Nan,,Nan,867.36,56.34,4.3,4.9,Cash,2025-09-21 15:43:42,0,0,0,Spain,Europe
2025-07-31,22:55:20,EU105875,Completed,C6698971,Bike,London,Hamburg,,Nan,,Nan,,Nan,542.28,41.74,4.3,4.9,Cash,2025-08-01 22:55:20,0,0,0,Austria,Europe
2025-08-01,16:31:57,EU105876,Completed,C3398031,Bike,Marseille,Bristol,,Nan,,Nan,,Nan,458.5,6.95,4.3,4.9,Cash,2025-08-02 16:31:57,0,0,0,France,Europe
2025-09-10,14:55:40,EU105877,Completed,C4745342,Bike,Valencia,Berlin,,Nan,,Nan,,Nan,795.72,15.1,4.3,4.9,Cash,2025-09-11 14:55:40,0,0,0,Spain,Europe
2025-04-03,16:29:06,EU105878,Completed,C2745163,Bike,Manchester,Frankfurt,,Nan,,Nan,,Nan,125.61,49.3,4.3,4.9,Cash,2025-04-04 16:29:06,0,0,0,Netherlands,Europe
2025-06-04,15:49:49,EU105879,Completed,C8522428,Bike,Seville,Bilbao,,Nan,,Nan,,Nan,296.21,59.19,4.3,4.9,Cash,2025-06-05 15:49:49,0,0,0,Spain,Europe
2025-06-26,11:30:59,EU105880,Completed,C2438500,Bike,Marseille,Leeds,,Nan,,Nan,,Nan,135.98,7.05,4.3,4.9,Cash,2025-06-27 11:30:59,0,0,0,Germany,Europe
2025-02-23,23:19:57,EU105881,Completed,C4731759,Bike,Marseille,Lyon,,Nan,,Nan,,Nan,182.41,10.59,4.3,4.9,Cash,2025-02-24 23:19:57,0,0,0,France,Europe
2025-06-22,11:42:00,EU105882,Completed,C9041313,Bike,Frankfurt,Leeds,,Nan,,Nan,,Nan,295.03,5.47,4.3,4.9,Cash,2025-06-23 11:42:00,0,0,0,Austria,Europe
2025-11-24,17:44:16,EU105883,Completed,C6862395,Bike,Paris,Nice,,Nan,,Nan,,Nan,418.88,22.11,4.3,4.9,Cash,2025-11-25 17:44:16,0,0,0,France,Europe
2025-08-15,11:34:45,EU105884,Completed,C5779860,Bike,Cologne,Paris,,Nan,,Nan,,Nan,575.96,16.63,4.3,4.9,Cash,2025-08-16 11:34:45,0,0,0,Germany,Europe
2025-05-13,07:21:15,EU105885,Completed,C9286361,Bike,Barcelona,Birmingham,,Nan,,Nan,,Nan,444.37,7.04,4.3,4.9,Cash,2025-05-14 07:21:15,0,0,0,Spain,Europe
2025-07-11,20:14:14,EU105886,Completed,C5523794,Bike,Madrid,Lyon,,Nan,,Nan,,Nan,185.56,39.42,4.3,4.9,Cash,2025-07-12 20:14:14,0,0,0,France,Europe
2025-10-16,21:32:10,EU105887,Completed,C2046415,Bike,Valencia,Paris,,Nan,,Nan,,Nan,356.75,2.63,4.3,4.9,Cash,2025-10-17 21:32:10,0,0,0,Netherlands,Europe
2025-03-12,21:20:51,EU105888,Completed,C7267924,Bike,Frankfurt,Barcelona,,Nan,,Nan,,Nan,2666.52,20.94,4.3,4.9,Cash,2025-03-13 21:20:51,0,0,0,France,Europe
2025-12-17,21:20:52,EU105889,Completed,C9673360,Bike,Munich,Bilbao,,Nan,,Nan,,Nan,696.86,7.86,4.3,4.9,Cash,2025-12-18 21:20:52,0,0,0,Netherlands,Europe
2025-12-29,18:12:53,EU105890,Completed,C5215873,Bike,Barcelona,Seville,,Nan,,Nan,,Nan,1037.65,27.64,4.3,4.9,Cash,2025-12-30 18:12:53,0,0,0,France,Europe
2025-12-03,11:18:05,EU105891,Completed,C2426568,Bike,Frankfurt,Valencia,,Nan,,Nan,,Nan,132.19,8.58,4.3,4.9,Cash,2025-12-04 11:18:05,0,0,0,UK,Europe
2025-01-04,15:44:57,EU105892,Completed,C2512260,Bike,Nice,Munich,,Nan,,Nan,,Nan,243.54,38.03,4.3,4.9,Cash,2025-01-05 15:44:57,0,0,0,France,Europe
2025-01-26,12:46:11,EU105893,Completed,C2818680,Bike,Leeds,Bilbao,,Nan,,Nan,,Nan,1338.48,39.42,4.3,4.9,Cash,2025-01-27 12:46:11,0,0,0,Spain,Europe
2025-08-07,08:45:55,EU105894,Completed,C5270776,Bike,Valencia,Bordeaux,,Nan,,Nan,,Nan,352.83,51.39,4.3,4.9,Cash,2025-08-08 08:45:55,0,0,0,France,Europe
2025-02-13,06:23:52,EU105895,Completed,C3705738,Bike,Manchester,Frankfurt,,Nan,,Nan,,Nan,208.53,25.26,4.3,4.9,Cash,2025-02-14 06:23:52,0,0,0,Spain,Europe
2025-10-02,21:25:33,EU105896,Completed,C5013995,Bike,Frankfurt,Frankfurt,,Nan,,Nan,,Nan,1210.95,19.49,4.3,4.9,Cash,2025-10-03 21:25:33,0,0,0,Germany,Europe
2025-10-12,11:52:19,EU105897,Completed,C1191064,Bike,Munich,Hamburg,,Nan,,Nan,,Nan,1232.82,25.45,4.3,4.9,Cash,2025-10-13 11:52:19,0,0,0,Austria,Europe
2025-09-22,17:26:00,EU105898,Completed,C9945712,Bike,Lyon,Madrid,,Nan,,Nan,,Nan,1231.4,18.15,4.3,4.9,Cash,2025-09-23 17:26:00,0,0,0,Germany,Europe
2025-08-29,19:11:29,EU105899,Completed,C5323102,Bike,Berlin,Cologne,,Nan,,Nan,,Nan,521.82,70.05,4.3,4.9,Cash,2025-08-30 19:11:29,0,0,0,Spain,Europe
2025-08-07,20:53:43,EU105900,Completed,C8420737,Bike,Madrid,Bilbao,,Nan,,Nan,,Nan,48.79,53.58,4.3,4.9,Cash,2025-08-08 20:53:43,0,0,0,Spain,Europe
2025-10-19,18:44:55,EU105901,Completed,C2741290,Bike,Seville,Cologne,,Nan,,Nan,,Nan,688.24,50.29,4.3,4.9,Cash,2025-10-20 18:44:55,0,0,0,UK,Europe
2025-05-17,16:43:43,EU105902,Completed,C3958783,Bike,Hamburg,Munich,,Nan,,Nan,,Nan,800.08,24.62,4.3,4.9,Cash,2025-05-18 16:43:43,0,0,0,Austria,Europe
2025-08-22,13:34:04,EU105903,Completed,C2120253,Bike,Bristol,Seville,,Nan,,Nan,,Nan,85.56,13.4,4.3,4.9,Cash,2025-08-23 13:34:04,0,0,0,Austria,Europe
2025-08-25,10:22:09,EU105904,Completed,C8992391,Bike,Berlin,Paris,,Nan,,Nan,,Nan,1004.01,7.45,4.3,4.9,Cash,2025-08-26 10:22:09,0,0,0,UK,Europe
2025-08-07,17:44:50,EU105905,Completed,C5814185,Bike,Paris,Lyon,,Nan,,Nan,,Nan,151.01,22.3,4.3,4.9,Cash,2025-08-08 17:44:50,0,0,0,Netherlands,Europe
2025-03-11,21:15:55,EU105906,Completed,C5092555,Bike,Leeds,Nice,,Nan,,Nan,,Nan,208.25,21.22,4.3,4.9,Cash,2025-03-12 21:15:55,0,0,0,Netherlands,Europe
2025-03-04,15:22:05,EU105907,Completed,C7517036,Bike,Frankfurt,Valencia,,Nan,,Nan,,Nan,71.1,11.51,4.3,4.9,Cash,2025-03-05 15:22:05,0,0,0,Spain,Europe
2025-07-24,18:55:56,EU105908,Completed,C7490126,Bike,Leeds,Bilbao,,Nan,,Nan,,Nan,225.1,3.94,4.3,4.9,Cash,2025-07-25 18:55:56,0,0,0,Netherlands,Europe
2025-04-02,09:12:17,EU105909,Completed,C2548815,Bike,Manchester,Valencia,,Nan,,Nan,,Nan,393.59,29.53,4.3,4.9,Cash,2025-04-03 09:12:17,0,0,0,UK,Europe
2025-05-07,10:05:14,EU105910,Completed,C1480319,Bike,London,Frankfurt,,Nan,,Nan,,Nan,240.63,10.44,4.3,4.9,Cash,2025-05-08 10:05:14,0,0,0,Austria,Europe
2025-01-25,21:36:51,EU105911,Completed,C1253432,Bike,Manchester,Valencia,,Nan,,Nan,,Nan,123.5,8.18,4.3,4.9,Cash,2025-01-26 21:36:51,0,0,0,UK,Europe
2025-10-25,23:33:39,EU105912,Completed,C3223307,Bike,Marseille,Paris,,Nan,,Nan,,Nan,728.65,54.98,4.3,4.9,Cash,2025-10-26 23:33:39,0,0,0,Spain,Europe
2025-05-01,09:55:24,EU105913,Completed,C3397638,Bike,Birmingham,Cologne,,Nan,,Nan,,Nan,306.2,37.09,4.3,4.9,Cash,2025-05-02 09:55:24,0,0,0,France,Europe
2025-01-25,15:06:53,EU105914,Completed,C5412463,Bike,Nice,Munich,,Nan,,Nan,,Nan,788.67,26.56,4.3,4.9,Cash,2025-01-26 15:06:53,0,0,0,France,Europe
2025-10-08,09:22:00,EU105915,Completed,C6146025,Bike,Leeds,Cologne,,Nan,,Nan,,Nan,561.75,41.64,4.3,4.9,Cash,2025-10-09 09:22:00,0,0,0,UK,Europe
2025-02-20,15:30:14,EU105916,Completed,C2742144,Bike,Berlin,Madrid,,Nan,,Nan,,Nan,168.69,36.66,4.3,4.9,Cash,2025-02-21 15:30:14,0,0,0,Germany,Europe
2025-03-13,23:39:51,EU105917,Completed,C1916881,Bike,Valencia,Munich,,Nan,,Nan,,Nan,212.21,35.45,4.3,4.9,Cash,2025-03-14 23:39:51,0,0,0,Germany,Europe
2025-05-09,19:46:09,EU105918,Completed,C8275193,Go Sedan,Barcelona,Cologne,,Nan,,Nan,,Nan,249.43,36.59,4.3,4.3,Cash,2025-05-10 19:46:09,0,0,0,UK,Europe
2025-11-17,14:12:51,EU105919,Completed,C5008221,Go Sedan,Paris,London,,Nan,,Nan,,Nan,362.71,43.22,4.3,4.3,Cash,2025-11-18 14:12:51,0,0,0,Germany,Europe
2025-03-14,14:59:38,EU105920,Completed,C1967141,Go Sedan,Seville,Seville,,Nan,,Nan,,Nan,576.18,40.82,4.3,4.3,Cash,2025-03-15 14:59:38,0,0,0,Netherlands,Europe
2025-02-17,09:43:35,EU105921,Completed,C7647824,Go Sedan,Paris,Berlin,,Nan,,Nan,,Nan,420.68,10.93,4.3,4.3,Cash,2025-02-18 09:43:35,0,0,0,Spain,Europe
2025-08-31,16:19:03,EU105922,Completed,C1351007,Go Sedan,Bristol,Paris,,Nan,,Nan,,Nan,475.3,14.18,4.3,4.3,Cash,2025-09-01 16:19:03,0,0,0,Germany,Europe
2025-08-15,20:21:22,EU105923,Completed,C9920325,Go Sedan,Bristol,Hamburg,,Nan,,Nan,,Nan,953.51,46.91,4.3,4.3,Cash,2025-08-16 20:21:22,0,0,0,Germany,Europe
2025-12-09,11:54:43,EU105924,Completed,C8479013,Go Sedan,Manchester,Frankfurt,,Nan,,Nan,,Nan,240.73,40.72,4.3,4.3,Cash,2025-12-10 11:54:43,0,0,0,Netherlands,Europe
2025-03-28,05:24:42,EU105925,Completed,C4627904,Go Sedan,Lyon,Berlin,,Nan,,Nan,,Nan,1026.87,53.93,4.3,4.3,Cash,2025-03-29 05:24:42,0,0,0,Netherlands,Europe
2025-07-13,10:41:29,EU105926,Completed,C7997205,Go Sedan,Valencia,Nice,,Nan,,Nan,,Nan,363.96,20.57,4.3,4.3,Cash,2025-07-14 10:41:29,0,0,0,Netherlands,Europe
2025-06-04,12:35:27,EU105927,Completed,C9312552,Go Sedan,Seville,Marseille,,Nan,,Nan,,Nan,310.76,46.89,4.3,4.3,Cash,2025-06-05 12:35:27,0,0,0,France,Europe
2025-03-02,21:21:35,EU105928,Completed,C1400840,Go Sedan,Frankfurt,Bristol,,Nan,,Nan,,Nan,315.3,46.42,4.3,4.3,Cash,2025-03-03 21:21:35,0,0,0,Germany,Europe
2025-06-01,19:01:04,EU105929,Completed,C4912484,Go Sedan,Munich,Marseille,,Nan,,Nan,,Nan,965.03,20.93,4.3,4.3,Cash,2025-06-02 19:01:04,0,0,0,Germany,Europe
2025-03-20,19:05:02,EU105930,Completed,C6817788,Go Sedan,Bilbao,Manchester,,Nan,,Nan,,Nan,339.4,62.34,4.3,4.3,Cash,2025-03-21 19:05:02,0,0,0,Austria,Europe
2025-04-24,16:42:27,EU105931,Completed,C6800891,Go Sedan,Bilbao,Madrid,,Nan,,Nan,,Nan,957.56,16.5,4.3,4.3,Cash,2025-04-25 16:42:27,0,0,0,Netherlands,Europe
2025-08-06,00:36:08,EU105932,Completed,C2133391,Go Sedan,Bilbao,Nice,,Nan,,Nan,,Nan,151.58,9.26,4.3,4.3,Cash,2025-08-07 00:36:08,0,0,0,Spain,Europe
2025-11-15,20:04:07,EU105933,Completed,C2132829,Go Sedan,Berlin,Leeds,,Nan,,Nan,,Nan,1184.1,22.92,4.3,4.3,Cash,2025-11-16 20:04:07,0,0,0,UK,Europe
2025-01-22,10:24:07,EU105934,Completed,C6612210,Go Sedan,Paris,Hamburg,,Nan,,Nan,,Nan,596.49,41.95,4.3,4.3,Cash,2025-01-23 10:24:07,0,0,0,Austria,Europe
2025-08-08,10:08:54,EU105935,Completed,C9342087,Go Sedan,Manchester,Bristol,,Nan,,Nan,,Nan,803.07,9.18,4.3,4.3,Cash,2025-08-09 10:08:54,0,0,0,UK,Europe
2025-11-17,07:59:05,EU105936,Completed,C9437928,Go Sedan,Frankfurt,Frankfurt,,Nan,,Nan,,Nan,112.73,20.99,4.3,4.3,Cash,2025-11-18 07:59:05,0,0,0,Germany,Europe
2025-03-10,16:01:54,EU105937,Completed,C1030470,Go Sedan,Bilbao,Hamburg,,Nan,,Nan,,Nan,1021.35,4.54,4.3,4.3,Cash,2025-03-11 16:01:54,0,0,0,France,Europe
2025-01-18,13:21:53,EU105938,Completed,C3131618,Go Sedan,Frankfurt,London,,Nan,,Nan,,Nan,242.6,60.9,4.3,4.3,Cash,2025-01-19 13:21:53,0,0,0,France,Europe
2025-04-18,10:05:01,EU105939,Completed,C7129670,Go Sedan,Nice,Munich,,Nan,,Nan,,Nan,180.92,9.46,4.3,4.3,Cash,2025-04-19 10:05:01,0,0,0,Austria,Europe
2025-09-22,22:56:53,EU105940,Completed,C6875928,Go Sedan,London,Madrid,,Nan,,Nan,,Nan,1174.13,24.51,4.3,4.3,Cash,2025-09-23 22:56:53,0,0,0,Germany,Europe
2025-08-12,12:45:40,EU105941,Completed,C6788159,Go Sedan,Lyon,Valencia,,Nan,,Nan,,Nan,377.32,36.62,4.3,4.3,Cash,2025-08-13 12:45:40,0,0,0,Austria,Europe
2025-06-30,20:30:07,EU105942,Completed,C9093235,Go Sedan,Cologne,Birmingham,,Nan,,Nan,,Nan,1084.62,42.32,4.3,4.3,Cash,2025-07-01 20:30:07,0,0,0,France,Europe
2025-05-08,13:45:29,EU105943,Completed,C3963960,Go Sedan,Paris,Madrid,,Nan,,Nan,,Nan,762.69,7.51,4.3,4.3,Cash,2025-05-09 13:45:29,0,0,0,France,Europe
2025-12-01,20:28:43,EU105944,Completed,C3186675,Go Sedan,Barcelona,Marseille,,Nan,,Nan,,Nan,421.82,8.44,4.3,4.3,Cash,2025-12-02 20:28:43,0,0,0,UK,Europe
2025-06-01,22:40:21,EU105945,Completed,C2008962,Go Sedan,Nice,Bilbao,,Nan,,Nan,,Nan,2826.18,50.43,4.3,4.3,Cash,2025-06-02 22:40:21,0,0,0,Austria,Europe
2025-11-09,19:22:55,EU105946,Completed,C4049968,Go Sedan,Berlin,Frankfurt,,Nan,,Nan,,Nan,413.11,46.65,4.3,4.3,Cash,2025-11-10 19:22:55,0,0,0,Austria,Europe
2025-03-07,14:07:06,EU105947,Completed,C2275737,Go Sedan,Madrid,Cologne,,Nan,,Nan,,Nan,171.54,18.27,4.3,4.3,Cash,2025-03-08 14:07:06,0,0,0,Austria,Europe
2025-04-17,13:20:43,EU105948,Completed,C5591080,Go Sedan,Bristol,Birmingham,,Nan,,Nan,,Nan,425.86,28.39,4.3,4.3,Cash,2025-04-18 13:20:43,0,0,0,Netherlands,Europe
2025-07-25,00:49:42,EU105949,Completed,C3984108,Go Sedan,Marseille,Nice,,Nan,,Nan,,Nan,187.19,6.1,4.3,4.3,Cash,2025-07-26 00:49:42,0,0,0,France,Europe
2025-12-07,16:33:27,EU105950,Completed,C3354385,Go Sedan,Frankfurt,Seville,,Nan,,Nan,,Nan,915.55,29.79,4.3,4.3,Cash,2025-12-08 16:33:27,0,0,0,Spain,Europe
2025-06-08,08:09:00,EU105951,Completed,C6753823,Go Sedan,Cologne,Lyon,,Nan,,Nan,,Nan,549.84,31.08,4.3,4.3,Cash,2025-06-09 08:09:00,0,0,0,Germany,Europe
2025-10-15,13:25:44,EU105952,Completed,C3412822,Go Sedan,London,Bilbao,,Nan,,Nan,,Nan,596.76,32.94,4.3,4.3,Cash,2025-10-16 13:25:44,0,0,0,UK,Europe
2025-09-28,05:49:30,EU105953,Completed,C1445375,Go Sedan,Valencia,Cologne,,Nan,,Nan,,Nan,1084.58,10.18,4.3,4.3,Cash,2025-09-29 05:49:30,0,0,0,Spain,Europe
2025-08-17,21:55:46,EU105954,Completed,C3698937,Go Sedan,Leeds,Bilbao,,Nan,,Nan,,Nan,399.44,5.59,4.3,4.3,Cash,2025-08-18 21:55:46,0,0,0,France,Europe
2025-08-21,17:21:10,EU105955,Completed,C3749489,Go Sedan,London,Paris,,Nan,,Nan,,Nan,299.29,44.93,4.3,4.3,Cash,2025-08-22 17:21:10,0,0,0,Austria,Europe
2025-08-08,16:24:17,EU105956,Completed,C3166288,Go Sedan,Frankfurt,Bristol,,Nan,,Nan,,Nan,118.01,17.01,4.3,4.3,Cash,2025-08-09 16:24:17,0,0,0,France,Europe
2025-08-13,05:57:16,EU105957,Completed,C4819283,Go Sedan,Marseille,Madrid,,Nan,,Nan,,Nan,419.32,14.41,4.3,4.3,Cash,2025-08-14 05:57:16,0,0,0,UK,Europe
2025-01-01,14:23:46,EU105958,Completed,C8857576,Go Sedan,Berlin,Madrid,,Nan,,Nan,,Nan,284.61,27.49,4.3,4.3,Cash,2025-01-02 14:23:46,0,0,0,Austria,Europe
2025-08-13,07:06:53,EU105959,Completed,C5469696,Go Sedan,Cologne,Munich,,Nan,,Nan,,Nan,652.05,29.05,4.3,4.3,Cash,2025-08-14 07:06:53,0,0,0,Spain,Europe
2025-09-16,15:25:33,EU105960,Completed,C5908728,Go Sedan,Paris,Lyon,,Nan,,Nan,,Nan,637.8,28.37,4.3,4.3,Cash,2025-09-17 15:25:33,0,0,0,France,Europe
2025-08-23,13:58:40,EU105961,Completed,C5917889,Go Sedan,Lyon,Seville,,Nan,,Nan,,Nan,135.5,44.98,4.3,4.3,Cash,2025-08-24 13:58:40,0,0,0,Netherlands,Europe
2025-10-09,08:52:18,EU105962,Completed,C1256085,Go Sedan,Manchester,Seville,,Nan,,Nan,,Nan,579.06,48.72,4.3,4.3,Cash,2025-10-10 08:52:18,0,0,0,France,Europe
2025-09-05,18:23:25,EU105963,Completed,C1807016,Go Sedan,Bilbao,Valencia,,Nan,,Nan,,Nan,462.61,11.04,4.3,4.3,Cash,2025-09-06 18:23:25,0,0,0,Austria,Europe
2025-04-06,18:12:12,EU105964,Completed,C4626815,Go Sedan,Marseille,Bristol,,Nan,,Nan,,Nan,905.48,34.2,4.3,4.3,Cash,2025-04-07 18:12:12,0,0,0,Netherlands,Europe
2025-10-12,20:26:06,EU105965,Completed,C3992434,Go Sedan,Leeds,Hamburg,,Nan,,Nan,,Nan,828.57,38.26,4.3,4.3,Cash,2025-10-13 20:26:06,0,0,0,Austria,Europe
2025-12-07,06:50:20,EU105966,Completed,C3609500,Go Sedan,Seville,Hamburg,,Nan,,Nan,,Nan,1052.08,36.61,4.3,4.3,Cash,2025-12-08 06:50:20,0,0,0,Netherlands,Europe
2025-03-21,07:35:07,EU105967,Completed,C4439810,Go Sedan,Bristol,Manchester,,Nan,,Nan,,Nan,629.01,16.67,4.3,4.3,Cash,2025-03-22 07:35:07,0,0,0,Netherlands,Europe
2025-05-12,09:58:18,EU105968,Completed,C9921169,Go Sedan,Bilbao,Leeds,,Nan,,Nan,,Nan,657.8,42.38,4.3,4.3,Cash,2025-05-13 09:58:18,0,0,0,Netherlands,Europe
2025-09-10,11:35:42,EU105969,Completed,C3395032,Go Sedan,Munich,Munich,,Nan,,Nan,,Nan,473.94,49.4,4.3,4.3,Cash,2025-09-11 11:35:42,0,0,0,UK,Europe
2025-03-20,18:49:09,EU105970,Completed,C1162686,Go Sedan,Bristol,Cologne,,Nan,,Nan,,Nan,802.38,11.9,4.3,4.3,Cash,2025-03-21 18:49:09,0,0,0,Spain,Europe
2025-01-10,11:37:49,EU105971,Completed,C6802320,Go Sedan,Hamburg,London,,Nan,,Nan,,Nan,397.13,6.68,4.3,4.3,Cash,2025-01-11 11:37:49,0,0,0,France,Europe
2025-12-27,21:26:23,EU105972,Completed,C8140963,Go Sedan,Leeds,Munich,,Nan,,Nan,,Nan,327.7,27.51,4.3,4.3,Cash,2025-12-28 21:26:23,0,0,0,Netherlands,Europe
2025-08-26,16:35:08,EU105973,Completed,C4403234,Go Sedan,Munich,Paris,,Nan,,Nan,,Nan,653.76,18.34,4.3,4.3,Cash,2025-08-27 16:35:08,0,0,0,Spain,Europe
2025-01-14,18:00:08,EU105974,Completed,C1542116,Go Sedan,Munich,Madrid,,Nan,,Nan,,Nan,412.86,34.46,4.3,4.3,Cash,2025-01-15 18:00:08,0,0,0,Spain,Europe
2025-01-30,12:18:30,EU105975,Completed,C9004862,Go Sedan,Lyon,Bristol,,Nan,,Nan,,Nan,887.92,4.39,4.3,4.3,Cash,2025-01-31 12:18:30,0,0,0,Austria,Europe
2025-09-27,16:33:25,EU105976,Completed,C7139739,Go Sedan,Bilbao,Manchester,,Nan,,Nan,,Nan,865.5,24.19,4.3,4.3,Cash,2025-09-28 16:33:25,0,0,0,France,Europe
2025-07-03,21:17:52,EU105977,Completed,C6367161,Go Sedan,Cologne,Cologne,,Nan,,Nan,,Nan,175.33,25.94,4.3,4.3,Cash,2025-07-04 21:17:52,0,0,0,France,Europe
2025-09-18,22:40:17,EU105978,Completed,C1839784,Go Sedan,Cologne,Berlin,,Nan,,Nan,,Nan,587.96,18.99,4.3,4.3,Cash,2025-09-19 22:40:17,0,0,0,France,Europe
2025-12-28,16:37:01,EU105979,Completed,C3077775,Go Sedan,Bordeaux,Manchester,,Nan,,Nan,,Nan,280.39,28.42,4.3,4.3,Cash,2025-12-29 16:37:01,0,0,0,Austria,Europe
2025-04-20,16:17:10,EU105980,Completed,C3297661,Go Sedan,Lyon,Nice,,Nan,,Nan,,Nan,702.52,14.65,4.3,4.3,Cash,2025-04-21 16:17:10,0,0,0,UK,Europe
2025-09-21,05:21:12,EU105981,Completed,C7110373,Go Sedan,Frankfurt,Lyon,,Nan,,Nan,,Nan,793.26,20.32,4.3,4.3,Cash,2025-09-22 05:21:12,0,0,0,Germany,Europe
2025-01-15,22:26:30,EU105982,Completed,C2670731,Go Sedan,Cologne,Manchester,,Nan,,Nan,,Nan,580.13,12.59,4.3,4.3,Cash,2025-01-16 22:26:30,0,0,0,Netherlands,Europe
2025-01-31,17:41:16,EU105983,Completed,C1579834,Go Sedan,Madrid,Leeds,,Nan,,Nan,,Nan,573.88,35.78,4.3,4.3,Cash,2025-02-01 17:41:16,0,0,0,Germany,Europe
2025-08-23,18:37:27,EU105984,Completed,C7502846,Go Sedan,Hamburg,Marseille,,Nan,,Nan,,Nan,311.36,31.81,4.3,4.3,Cash,2025-08-24 18:37:27,0,0,0,Netherlands,Europe
2025-05-15,19:38:46,EU105985,Completed,C2685230,Go Sedan,Barcelona,Seville,,Nan,,Nan,,Nan,849.51,20.65,4.3,4.3,Cash,2025-05-16 19:38:46,0,0,0,Austria,Europe
2025-02-15,10:50:16,EU105986,Completed,C3799826,Go Sedan,Cologne,Frankfurt,,Nan,,Nan,,Nan,1050.67,39.44,4.3,4.3,Cash,2025-02-16 10:50:16,0,0,0,Netherlands,Europe
2025-05-04,22:59:15,EU105987,Completed,C5972189,Go Sedan,Frankfurt,Bilbao,,Nan,,Nan,,Nan,124.17,48.08,4.3,4.3,Cash,2025-05-05 22:59:15,0,0,0,Netherlands,Europe
2025-08-28,17:51:29,EU105988,Completed,C1399417,Go Sedan,Birmingham,Birmingham,,Nan,,Nan,,Nan,348.44,7.11,4.3,4.2,Cash,2025-08-29 17:51:29,0,0,0,UK,Europe
2025-10-16,11:37:58,EU105989,Completed,C4028953,Go Sedan,Nice,Birmingham,,Nan,,Nan,,Nan,471.64,22.07,4.3,4.2,Cash,2025-10-17 11:37:58,0,0,0,Netherlands,Europe
2025-04-17,15:17:44,EU105990,Completed,C4246886,Go Sedan,Madrid,Frankfurt,,Nan,,Nan,,Nan,109.9,41.65,4.3,4.2,Cash,2025-04-18 15:17:44,0,0,0,Germany,Europe
2025-06-25,22:24:54,EU105991,Completed,C6716710,Go Sedan,Lyon,London,,Nan,,Nan,,Nan,171.32,44.6,4.3,4.2,Cash,2025-06-26 22:24:54,0,0,0,Spain,Europe
2025-11-14,17:22:15,EU105992,Completed,C3434376,Go Sedan,Nice,Bristol,,Nan,,Nan,,Nan,284.41,19.84,4.3,4.2,Cash,2025-11-15 17:22:15,0,0,0,Austria,Europe
2025-02-11,22:35:33,EU105993,Completed,C5199720,Go Sedan,Barcelona,Seville,,Nan,,Nan,,Nan,460.31,25.46,4.3,4.2,Cash,2025-02-12 22:35:33,0,0,0,Netherlands,Europe
2025-08-09,09:29:31,EU105994,Completed,C9271452,Go Sedan,Nice,Munich,,Nan,,Nan,,Nan,946.3,30.28,4.3,4.2,Cash,2025-08-10 09:29:31,0,0,0,UK,Europe
2025-11-27,20:54:07,EU105995,Completed,C1039185,Go Sedan,Paris,Berlin,,Nan,,Nan,,Nan,475.49,10.88,4.3,4.2,Cash,2025-11-28 20:54:07,0,0,0,UK,Europe
2025-04-13,18:52:29,EU105996,Completed,C8639652,Go Sedan,Manchester,Bristol,,Nan,,Nan,,Nan,250.69,14.14,4.3,4.2,Cash,2025-04-14 18:52:29,0,0,0,Germany,Europe
2025-07-09,14:11:44,EU105997,Completed,C7674911,Go Sedan,Barcelona,Nice,,Nan,,Nan,,Nan,979.91,41.83,4.3,4.2,Cash,2025-07-10 14:11:44,0,0,0,France,Europe
2025-12-17,17:54:28,EU105998,Completed,C7006369,Go Sedan,Munich,Seville,,Nan,,Nan,,Nan,587.48,13.23,4.3,4.2,Cash,2025-12-18 17:54:28,0,0,0,Germany,Europe
2025-12-14,15:57:11,EU105999,Completed,C7407535,Go Sedan,Madrid,Birmingham,,Nan,,Nan,,Nan,1302.55,43.61,4.3,4.2,Cash,2025-12-15 15:57:11,0,0,0,Spain,Europe
2025-09-22,19:21:41,EU106000,Completed,C4514304,Go Sedan,Manchester,Leeds,,Nan,,Nan,,Nan,542.14,63.12,4.3,4.2,Cash,2025-09-23 19:21:41,0,0,0,Spain,Europe
